#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
59.2475317;-13.9419409;3.9156398;3.1402175;-0.0026897;4.0000000;0.0000000
59.4470183;-13.9422685;3.7161534;3.1396855;-0.0026550;4.0000000;0.0000000
59.6465050;-13.9427035;3.5166672;3.1391298;-0.0029055;4.0000000;0.0000000
59.8459916;-13.9432522;3.3171815;3.1385559;-0.0028254;4.0000000;0.0000000
60.0454783;-13.9439091;3.1176958;3.1380692;-0.0020359;4.0000000;0.0000000
60.2449649;-13.9446434;2.9182105;3.1378003;-0.0006738;4.0000000;0.0000000
60.4444515;-13.9454074;2.7187254;3.1377547;0.0002043;4.0000000;0.0000000
60.6439382;-13.9461662;2.5192401;3.1378371;0.0006144;4.0000000;0.0000000
60.8434248;-13.9469022;2.3197549;3.1379738;0.0007440;4.0000000;0.0000000
61.0429114;-13.9476117;2.1202695;3.1380856;0.0003894;4.0000000;0.0000000
61.2423981;-13.9483024;1.9207839;3.1381815;0.0008424;4.0000000;0.0000000
61.4418847;-13.9488760;1.7212979;3.1397061;0.0150835;4.0000000;0.0000000
61.6413714;-13.9486335;1.5218123;-3.1356751;0.0637019;4.0000000;0.0000000
61.8408580;-13.9456587;1.3223520;-3.1150430;0.1437507;4.0000000;0.0000000
