#s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
63.9152956;-4.3416362;9.1902539;2.2465552;0.2671873;4.0000000;0.0000000
64.1150309;-4.4940375;9.0611867;2.3006611;0.2747709;4.0000000;0.0000000
64.3147662;-4.6391203;8.9239468;2.3565095;0.2846230;4.0000000;0.0000000
64.5145015;-4.7761620;8.7786799;2.4145296;0.2965312;4.0000000;0.0000000
64.7142368;-4.9043507;8.6255474;2.4752248;0.3114401;4.0000000;0.0000000
64.9139721;-5.0227478;8.4647287;2.5393744;0.3311658;4.0000000;0.0000000
65.1137074;-5.1302253;8.2964221;2.6080507;0.3564314;4.0000000;-0.4451988
65.3134427;-5.2255931;8.1209728;2.6794322;0.3593219;3.9777074;-3.2480625
65.5131780;-5.3077084;7.9389555;2.7586516;0.4331302;3.8111220;-2.8714430
65.7129133;-5.3748729;7.7509015;2.8351213;0.3347802;3.6575393;-0.0268053
65.9126486;-5.4263128;7.5579988;2.9394748;0.7114597;3.6560752;-7.0053639
66.1123839;-5.4565084;7.3606146;3.0193776;0.0894705;3.2509151;-0.4207241
